Products,Reactants,Spectators
'NCCCCNCCCCCCCNCCCCN',CC1=CC=C(C=C1)S(=O)(=O)NCCCCN(CCCCCCCN(CCCCNS(=O)(=O)C1=CC=C(C=C1)C)S(=O)(=O)C1=CC=C(C=C1)C)S(=O)(=O)C1=CC=C(C=C1)C; [NH4+]; [Na]; [Na]; [Cl-].[NH4+]; N,[]
'C(C)OC(=O)CC=1NC=2N(N=C(C2C)C2=CC=CC=C2)C1',ClCC(CC(=O)OCC)=O; NC1=NNC(=C1C)C1=CC=CC=C1,[]
'C(C)OC(=O)CN1C=CN2N=C(C=C21)C2=CC=CC=C2',C1(=CC=CC=C1)C=1C=C2N(N1)C=CN2; [H-].[Na+]; BrCC(=O)OCC,['CN(C=O)C']
'Cl.NC1=CC=C(C=C1)C1=C2N(N=C1C)C=CN2',C(C)(C)(C)OC(=O)NC1=CC=C(C=C1)C(C#N)C(C)=O; CCO; C(C)OC(CNN)OCC; Cl,[]
'CC1=CC=C(C=C1)C1=C2N(N=C1C)C=CN2',CC1=CC=C(C=C1)C(C#N)C(C)=O; CCO; C(C)OC(CNN)OCC; Cl,[]
'C(CCCCCCCCC)OC=1C(=CC2=CC=CC=C2C1)N',C(CCCCCCCCC)OC=1C(=CC2=CC=CC=C2C1)C(=O)N[O-].[Na+]; O=C=O; CC#N,[]
"'C(CCCCCCCCCCCCC)OC1=C(C(=O)NO)C=CC=C1', 'C(CCCCCCCCCCCCC)OC1=C(N)C=CC=C1'",C(CCCCCCCCC)OC=1C(=CC2=CC=CC=C2C1)C(=O)N[O-].[Na+]; CC#N; CCOC(C)=O; O1CCCC1,[]
'CC1=C(OCC2=C(C=CC=C2)\\C(\\C(=O)OC)=N/O)C=CC=C1',CC1=C(OCC2=C(C=CC=C2)C(C(=O)OC)=O)C=CC=C1; [Cl-].O[NH3+]; Cl,[]
'C1CCN2CCCN=C2CC1',N1=C(C=CC=C1)S(=O)(=O)N; NC([O-])=O; ClC(C)Cl; C([O-])([O-])=O.[K+].[K+]; [OH-].[Na+]; [OH-].[K+],"['c1ccncc1', 'CCN(CC)CC', 'Cc1ccccc1', 'c1ccccc1', 'CN(C=O)C', 'ClCCl', 'O1CCOCC1', 'O1CCCC1', 'CC#N']"
'FC(C=1C(=NC=CC1)S(=O)(=O)NC(OC)=O)(F)F',ClC(=O)OC; CC#N; FC(C=1C(=NC=CC1)S(=O)(=O)N)(F)F,[]
'FC(C=1C(=NC=CC1)S(=O)(=O)NC(=O)N1N=C(CC1(C1=CC=CC=C1)C)C)(F)F',O1CCOCC1; FC(C=1C(=NC=CC1)S(=O)(=O)NC(OC)=O)(F)F; CC1=NNC(C1)(C1=CC=CC=C1)C,[]
'FC(C=1C(=NC=CC1)S(=O)(=O)NC(=O)N1N=C(CC1C1=CC=CC=C1)C)(F)F',O1CCOCC1; FC(C=1C(=NC=CC1)S(=O)(=O)NC(OC)=O)(F)F; CC1=NNC(C1)C1=CC=CC=C1,[]
"'OC1=CC=C(C=O)C=C1', 'OC1=CC=C(C(=O)O)C=C1'",CC(O)=O; Cc1ccc(O)cc1,[]
'C(CCCCC)C1C(C2=CC(=CC=C2C1)C1=NC=C(C=N1)CCCCCCCCCC)=O',C(CCCCCCCCC)C=1C=NC(=NC1)C1=CC=C(CC(C(=O)O)CCCCCC)C=C1,[]
'C(#N)C1=CC=C2CC(C(C2=C1)=O)(C)CCCCCCCC',C(C)(C)NC(C)C; C(CCC)[Li]; C(#N)C1=CC=C2CC(C(C2=C1)=O)CCCCCCCC; CI,['CCCCCC']
'C(CCCCCCC)C1C(C2=CC(=CC=C2C1)C1=NC=C(C=N1)CCCCCCCCCC)=O',Cl.C(CCCCCCC)C1C(C2=CC(=CC=C2C1)C(N)=N)=O,[]
'C(CCCCCCC)C(C(=O)OCC)C(=O)OCC',[Na]; C(CC(=O)OCC)(=O)OCC; C(CCCCCCC)Br,[]
'BrC1=CC=C2CC(C(C2=C1)=O)CCCCCCCC',BrC1=CC=C(CC(C(=O)O)CCCCCCCC)C=C1; BrC1=CC=C(CC(C(=O)O)CCCCCCCC)C=C1,[]
'N=O',C(CCCCCCC)C1C(C2=CC(=CC=C2C1)C#N)=O; CCO; Cl; [OH-].[Na+],[]
'C(#N)C1=CC=C2CC(C(C2=C1)=O)CCCCCCCC',BrC1=CC=C2CC(C(C2=C1)=O)CCCCCCCC; [Cu]C#N; CN(C=O)C; NCCN,[]
'N+(=O)(O-)C1=C(OC2=C(C=O)C=CC=C2)C=CC(=C1)Cl',ClC1=C(C=C(C=C1)Cl)[N+](=O)[O-]; [K]; [H]C(=O)c1ccccc1O,[]
'C1(=CC=CC=C1)N1C(CNCC1)C(=O)OCC',C1(=CC=CC=C1)N1C(CN(CC1)CC1=CC=CC=C1)C(=O)OCC,[]
'C1(C=CC(N1C(CCCCC)N1C(C=CC1=O)=O)=O)=O',C1(C=CC(N1CCCCCCN1C(C=CC1=O)=O)=O)=O,[]
'C(=C=C)OC1=CC2=CC(=CC=C2C=C1)OC=C=C',CC(C)([O-])C.[K+]; C1CCCO1; C(C#C)OC1=CC2=CC(=CC=C2C=C1)OCC#C; C1CCCO1,[]
'C(C#C)OC1=CC=C(C=C1)C(=O)O',OC1=CC=C(C(=O)O)C=C1; [OH-].[Na+]; C(C#C)Br,['[Br-].C(CCC)[N+](CCCC)(CCCC)CCCC']
'C(=C=C)OC1(CC=CC=C1)C1=CC=CC=C1',CC(C)([O-])C.[K+]; C1CCCO1; C(C#C)OC1(CC=CC=C1)C1=CC=CC=C1; C1CCCO1,[]
'C(C#C)OC1(CC=CC=C1)C1=CC=CC=C1',OC1=CC=C(C=C1)C1=CC=CC=C1; [OH-].[Na+]; C(C#C)Br; [OH-].[Na+],[]
'C(=C=C)OC1=CC=C(C=C1)C1=CC=C(C=C1)OC=C=C',CC(C)([O-])C.[K+]; C1CCCO1; C(C#C)OC1=CC=C(C=C1)C1=CC=C(C=C1)OCC#C; C1CCCO1,[]
'C(C#C)OC1=CC=CC2=CC=CC=C12',Oc1cccc2ccccc12; [OH-].[Na+]; C(C#C)Br,['[Br-].C(CCC)[N+](CCCC)(CCCC)CCCC']
'C(=C=C)OC1=CC=CC2=CC=CC=C12',CC(C)([O-])C.[K+]; C(C)(C)(C)O; C(C#C)OC1=CC=CC2=CC=CC=C12; C(C)(C)(C)O,[]
'C(=C=C)OC1=CC2=CC3=CC=CC=C3C=C2C=C1',CC(C)([O-])C.[K+]; C1CCCO1; C(C#C)OC1=CC2=CC3=CC=CC=C3C=C2C=C1; C1CCCO1,[]
'C(C#C)OC1=CC2=CC3=CC=CC=C3C=C2C=C1',OC1=CC2=CC3=CC=CC=C3C=C2C=C1; [OH-].[Na+]; C(C#C)Br,"['[Br-].CCCC[N+](CCCC)(CCCC)CCCC', 'O']"
'C(=C=C)OC1=CC=C(C=C1)C(=O)O',CC(C)([O-])C.[K+]; C(C)(C)(C)O; C(C#C)OC1=CC=C(C=C1)C(=O)O; C(C)(C)(C)O,[]
'C=C=C',OC1=C(C=C(C(=C1)O)O)O; Oc1ccccc1,[]
'ClC1=CC(=NC(=N1)CCC)OCC(CCCC)CC',ClC1=NC(=NC(=C1)Cl)C1=CC=CC=C1; ClC1=NC(=NC(=C1)Cl)CCC; C(C)C(CO)CCCC,[]
'ClC1=CC(=NC(=N1)CCCCCCCCCC)OCC(CCCC)CC',ClC1=NC(=NC(=C1)Cl)C1=CC=CC=C1; ClC1=NC(=NC(=C1)Cl)CCCCCCCCCC; C(C)C(CO)CCCC,[]
'BrC=1C(=NC(=NC1OCCC(C)C)OCCC(C)C)OCCC(C)C',CC(CCOC1=NC(=CC(=N1)OCCC(C)C)OCCC(C)C)C; BrN1C(=O)CCC1=O,[]
'ClTi(C=1C(=NC(=NC1Cl)OC1CCCCC1)OC1CCCCC1)(C1=CC=CC1)C1=CC=CC1',ClC1=CC(=NC(=N1)OC1CCCCC1)OC1CCCCC1; C(CCC)[Li]; [Cl-].[Cl-].C1(=CC=CC1)[Ti+2]C1=CC=CC1; O,[]
'CC(CCOC1=NC(=CC(=N1)OCCC(C)C)OCCC(C)C)C',[Na]; ClC=1C(=NC(=NC1)Cl)Cl; C(CC(C)C)O; C(CC(C)C)O,[]
'ClC1=CC(=NC(=N1)C(C)C)OCC(CCCC)CC',ClC1=NC(=NC(=C1)Cl)C1=CC=CC=C1; ClC1=NC(=NC(=C1)Cl)C(C)C; C(C)C(CO)CCCC,[]
'C(C1=CC=CC=C1)OC1=NC(=CC(=N1)OCC1=CC=CC=C1)Cl',OCc1ccccc1; [Na+].[H-]; ClC1=NC(=CC(=N1)Cl)Cl; O,['C1CCCO1']
'ClC1=CC(=NC(=N1)C1=CC=CC=C1)OCCC(C)C',[Na]; ClC1=NC(=NC(=C1)Cl)C1=CC=CC=C1; O,[]
'ClC1=CC(=NC(=N1)SCC(C)C)OCCC(C)C',C(C(C)C)S; [Na+].[H-]; ClC1=NC(=CC(=N1)Cl)OCCC(C)C; O,['C1CCCO1']
'ClC1=NC(=CC(=N1)Cl)OCCC(C)C',ClC=1C(=NC(=NC1)Cl)Cl; CC(CCO)C; CC(CCO)C,[]
'ClC1=NC(=NC(=C1)OCC(CCCC)CC)SC1=CC=C(C=C1)C',ClC1=NC(=NC(=C1)Cl)C1=CC=CC=C1; ClC1=NC(=NC(=C1)Cl)SC1=CC=C(C=C1)C; C(C)C(CO)CCCC,[]
'ClC1=CC(=NC=N1)CC(CCCC)CC',ClC1=NC(=NC(=C1)Cl)C1=CC=CC=C1; ClC1=NC=NC(=C1)Cl; C(C)C(CO)CCCC,[]
'COC(C@H(CC(C)C)N1C(C(CC1)C(=O)O)=O)=O',C12(CC1)C(=O)OC(C)(C)OC2=O; Cl.COC([C@@H](N)CC(C)C)=O; CCN(CC)CC; S(O)(O)(=O)=O,[]
'CN1CCOCC1',Cl.O1CCOCC1; O=CN(C)C,[]
'C(C)(=O)NC=1C=CC=2C(N3C(=NC2C1)C=CC(=N3)C(=O)OC)=O',NC1=C(C(=O)OCC)C=CC(=C1)NC(C)=O; C1(=CC=C(C=C1)S(=O)(=O)O)C; ClC1=CC=C(N=N1)C(=O)OC,[]
'O=C1N2C(=NC=3C=C(C=CC13)C(=O)O)C=CC(=N2)C(=O)O',O=C1N2C(=NC=3C=C(C=CC13)C(=O)OC)C=CC(=N2)C(=O)OCC,[]
'CC1=CC=C(C(=O)NC2=CC=3C(N4C(=NC3C=C2)C=CC(=N4)C(=O)OCC)=O)C=C1',ClC1=CC=C(N=N1)C(=O)OCC; NC1=C(C(=O)OCC)C=C(C=C1)NC(C1=CC=C(C=C1)C)=O; C([O-])(O)=O.[Na+],[]
'ClC1=CC=C(N=N1)C(=O)OCC',OC=1N=NC(=CC1)C(=O)OCC; OC=1N=NC(=CC1)C(=O)O; P(=O)(Cl)(Cl)Cl,[]
'O=C1N2C(=NC=3C=CC(=CC13)C(=O)OC)C=CC(=N2)C(=O)OCC',ClC1=CC=C(N=N1)C(=O)OCC; COC(C1=CC(C(=O)OC)=C(C=C1)N)=O,[]
'CC(C)(OC(=O)NC1=C(C(=O)OCC)C=C(C=C1)N+(=O)O-)C',NC1=C(C(=O)OCC)C=C(C=C1)[N+](=O)[O-]; CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,['CN(C1=CC=NC=C1)C']
'O=C1N2C(=NC=3C=CC(=CC13)C(=O)O)C=CC(=N2)C(=O)O',O=C1N2C(=NC=3C=CC(=CC13)C(=O)OC)C=CC(=N2)C(=O)OCC,[]
'C1(CC=CCC1)C1C2C=CC(C1)C2',C(=C)C1CC=CCC1; C(=C)C1=CCCCC1; C(=C)C1CC=CCC1; C1C=CC=C1,[]
'O-C(=O)C(F)(F)F',OC(=O)C(F)(F)F,[]
'C(C)(C)(C)OC(=O)N1C@@H(CC2=CC=CC=C12)C(=O)O',N1[C@@H](CC2=CC=CC=C12)C(=O)O; CC(C)(C)OC(=O)OC(=O)OC(C)(C)C; Cl,[]
'O-C(=O)C(F)(F)F',C(C)(S)S; OC(=O)C(F)(F)F,[]
'NC1=C(C(=O)OCC2=CC=CC=C2)C=CC=C1',C1=2C(=O)OC(NC1=CC=CC2)=O; OCc1ccccc1; CN(C=O)C; CCN(CC)CC,['CN(C1=CC=NC=C1)C']
'Cl.ClC1=CC=C(CSi(C)(C)CN2CCOCC2)C=C1',ClC1=CC=C(C[Si](C)(C)CCl)C=C1; C1COCCN1,[]
'Cl',C(C1=CC=CC=C1)[Si](C)(C)CCCCl; ClCCC[Si](CC1=CC=C(C=C1)F)(C)C,[]
'Cl.C(C1=CC=CC=C1)Si(C)(C)CN1CCCC1',ClC[Si](C)(C)CC1=CC=CC=C1; C1CCNC1,[]
'Cl.CSi(CC1=C(C=CC=C1)F)(C)CN1CCCCC1',ClC[Si](CC1=C(C=CC=C1)F)(C)C; C1CCNCC1,[]
'Cl.CSi(CC1=CC=C(C=C1)F)(C)CN1CCCCC1',C1CCNCC1; ClC[Si](CC1=CC=C(C=C1)F)(C)C,[]
'Cl.CSi(CC1=CC=C(C=C1)F)(C)CN1C=NC=C1',ClC[Si](CC1=CC=C(C=C1)F)(C)C; N1C=NC=C1; O,[]
'Cl',ClCCC[Si](CC1=CC=C(C=C1)F)(C)C; C1CCNC1,[]
'Cl.CSi(CC1=CC=C(C=C1)F)(C)CN1N=CN=C1',N1N=CN=C1; ClC[Si](CC1=CC=C(C=C1)F)(C)C; O,[]
'OCC1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=CC=C2C(C)C)C(C)C)C=CC=C3)C=C1',C(=O)(O)C1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=CC=C2C(C)C)C(C)C)C=CC=C3)C=C1; C(=O)(O)C1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=CC=C2C(C)C)C(C)C)C=CC=C3)C=C1; ClC(=O)OCC; [BH4-].[Na+]; [Na+].[Cl-],[]
'N1=C2C(=CC=C1)C(C1=C(OC2)C=CC=C1)C(=O)O',N1=C2C(=CC=C1)C(C1=C(OC2)C=CC=C1)C#N; Cl; CC(O)=O; [OH-].[Na+],[]
'C(C)(C)(C)C1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=CC=C2Cl)Cl)C=CC=C3)C=C1',C(C)(C)(C)C1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; C(C)(C)(C)C1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; Nc1c(Cl)cccc1Cl,[]
'BrC1=CC2=C(SCC3=C(C2C(=O)O)C=CC=C3)C=C1',BrC1=CC2=C(SCC3=C(C2C#N)C=CC=C3)C=C1; O; C(C)(=O)O.Cl,[]
'C(C)(C)C1=C(C(=CC(=C1)SC)C(C)C)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C=CC(=C2)C',CC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; C(C)(C)C1=C(N)C(=CC(=C1)SC)C(C)C,[]
'C(=O)(O)C1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=CC=C2C(C)C)C(C)C)C=CC=C3)C=C1',C(C)(C)C1=C(C(=CC=C1)C(C)C)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C=CC(=C2)C(=O)OC; C(C)(C)C1=C(C(=CC=C1)C(C)C)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C=CC(=C2)C(=O)OC; [OH-].[Na+]; Cl,[]
'C(C)(C)C1=C(C(=CC=C1)C(C)C)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C=CC(=C2)N+(=O)O-',[N+](=O)([O-])C1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; C(C)(C)C1=C(N)C(=CC=C1)C(C)C,[]
'BrC=1C=CC2=C(C(C3=C(OC2)C=CC=C3)C(=O)O)C1',BrC=1C=CC2=C(C(C3=C(OC2)C=CC=C3)C#N)C1; Cl; CC(O)=O,[]
'BrC1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=C(C=C2C(C)C)SC)C(C)C)C=CC=C3)C=C1',BrC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; BrC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; C(C)(C)C1=C(N)C(=CC(=C1)SC)C(C)C,[]
'C(C)C1=C(C(=CC=C1)CC)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C=CC(=C2)C(C)C',C(C)(C)C1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; C(C)C1=C(N)C(=CC=C1)CC,[]
'C(C)C1=C(C(=CC=C1)CC)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C(=CC=C2C)C',CC1=CC=C(C=2OCC3=C(C(C21)C(=O)O)C=CC=C3)C; C(C)C1=C(N)C(=CC=C1)CC,[]
'BrC1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=CC=C2CC)CC)C=CC=C3)C=C1',BrC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; C(C)C1=C(N)C(=CC=C1)CC,[]
'C(C)(C)C1=C(C(=CC=C1)C(C)C)NC(=O)C1C2=C(OCC3=NC=CC=C31)C=CC(=C2)OC',COC=1C=CC2=C(C(C=3C(=NC=CC3)CO2)C(=O)O)C1; COC=1C=CC2=C(C(C=3C(=NC=CC3)CO2)C(=O)O)C1; C(C)(C)C1=C(N)C(=CC=C1)C(C)C,[]
'C(C)(C)C1=C(C=CC=C1)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C=CC(=C2)C',CC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; C(C)(C)C1=C(N)C=CC=C1,[]
'ClC1=C(C(=CC=C1)C)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C=CC(=C2)C',CC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; ClC1=C(N)C(=CC=C1)C,[]
'BrC1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=C(C=C2)F)F)C=CC=C3)C=C1',BrC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; BrC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; FC1=C(N)C=CC(=C1)F,[]
'C(C)(C)C1=C(C(=CC=C1)C(C)C)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C(=CC=C2C)C',CC1=CC=C(C=2OCC3=C(C(C21)C(=O)O)C=CC=C3)C; C(C)(C)C1=C(N)C(=CC=C1)C(C)C,[]
'C(C)(C)C1=C(C(=CC=C1)C(C)C)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C=C(C(=C2)C)C',CC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1C; C(C)(C)C1=C(N)C(=CC=C1)C(C)C,[]
'BrC1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=CC=C2C(C)C)C(C)C)C=CC=C3)C(=C1)N(C)C',BrC1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=CC=C2C(C)C)C(C)C)C=CC=C3)C(=C1)N; BrC1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=CC=C2C(C)C)C(C)C)C=CC=C3)C(=C1)N; C(#N)[BH3-].[Na+]; BrC1=C(C(=CC=C1)O)C; C(C)O.Cl; C(C)O.Cl,[]
'BrC1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=CC=C2Cl)Cl)C=CC=C3)C=C1',BrC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; BrC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; Nc1c(Cl)cccc1Cl,[]
'CC1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=C(C=C2OC)OC)OC)C=CC=C3)C=C1',CC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; COC1=C(N)C(=CC(=C1)OC)OC,[]
'C(C)(C)C1=C(C(=CC=C1)C(C)C)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C(=CC(=C2)C)C(=O)OC',COC(=O)C1=CC(=CC2=C1OCC1=C(C2C(=O)O)C=CC=C1)C; C(C)(C)C1=C(N)C(=CC=C1)C(C)C,[]
'CC1=CC2=C(OCC3=C(C2C(=O)NC2=C(C=C(C=C2C)C)C)C=CC=C3)C=C1',CC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; CC1=C(N)C(=CC(=C1)C)C,[]
'C(C)(C)C1=C(C(=CC(=C1)SC#N)C(C)C)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C=CC(=C2)C',CC1=CC2=C(OCC3=C(C2C(=O)O)C=CC=C3)C=C1; C(C)(C)C1=C(N)C(=CC(=C1)SC#N)C(C)C,[]
'C(C)(C)C1=C(C(=CC=C1)C(C)C)NC(=S)C1C2=C(OCC3=C1C=CC=C3)C=CC(=C2)C',C(C)(C)C1=C(C(=CC=C1)C(C)C)NC(=O)C1C2=C(OCC3=C1C=CC=C3)C=CC(=C2)C; COc1ccc(cc1)P1(=S)SP(=S)(S1)c1ccc(OC)cc1,[]
'C(=O)(O-)C@H(O)C@@H(O)C(=O)O-',C([C@H](O)[C@@H](O)C(=O)O)(=O)O,[]
'C(#N)C1=CC=C(CCBr)C=C1',P(Br)(Br)Br; C(#N)C1=CC=C(CCO)C=C1,[]
'FC(C=1C=C(C=CC1)C1C=2C(CCCC2NC=2CCCC(C12)=O)=O)(F)F',FC(C=1C=C(C=O)C=CC1)(F)F; C1(CC(CCC1)=O)=O; [NH4+].CC([O-])=O,[]
'C1(=CC=CC=C1)S(=O)(=O)C1=CC=C(C=C1)C1C=2C(CCCC2NC=2CCCC(C12)=O)=O',C1(=CC=CC=C1)S(=O)(=O)C1=CC=C(C=O)C=C1; C1(CC(CCC1)=O)=O; [NH4+].CC([O-])=O,[]
'COC1=C(C=CC=C1)N1CCN(CC1)CC1=CC=CC=C1CCC(=O)O',C1(=CC=CC=C1)CC(C(=O)O)=C; COC1=C(C=CC=C1)N1CCNCC1; C(CC)O,[]
'C1(CCCCC1)NC(C(=C)C1=CC=CC=C1)=O',C(C(=C)C1=CC=CC=C1)(=O)O; CN1CCOCC1; ClC(=O)OCC(C)C; NC1CCCCC1,[]
'C1(=CC=CC=C1)N1CCN(CC1)CC(C(=O)O)C1=CC=CC=C1',C1(=CC=CC=C1)N1CCNCC1; C(C(=C)C1=CC=CC=C1)(=O)O,[]
'O.Cl',Cl; CC(C)O,[]
'C(CCCCCC)OC1=CC(=C(C=C1)C1=NC=C(C=N1)OC(CCCCCCCC)=O)F',C(CCCCCC)OC1=CC(=C(C=C1)C1=NC=C(C=N1)O)F; c1ccncc1; C(CCCCCCCC)(=O)Cl,[]
'C(CCCCCC)OC=1C=NC(=NC1)C1=C(C=C(C=C1)OCC(CCOCCC)F)F',C(CCCCCC)OC=1C=NC(=NC1)C1=C(C=C(C=C1)OCC(CCOCCC)O)F; O1CC1CCOCCC; OC(CC(O)=O)C(O)=O; C(CCCCCC)OC=1C=NC(=NC1)C1=C(C=C(C=C1)O)F; C(C)N(CC)S(F)(F)F,['C([O-])([O-])=O.[K+].[K+]']
'C(CCCCCCC)OC1=CC(=C(C=C1)C1=NC=C(C=N1)OC(C)C#N)F',C(C(O)C)(=O)OCC1=CC=CC=C1; O=C(/N=N/C(=O)OCC)OCC; C(CCCCCCC)OC1=CC(=C(C=C1)C1=NC=C(C=N1)O)F,[]
'N+(=O)(O-)C1=CC=C(OC2=CC3=CC=CC=C3C=C2OC2=CC=C(C=C2)N+(=O)O-)C=C1',OC1=CC2=CC=CC=C2C=C1O; ClC1=CC=C(C=C1)[N+](=O)[O-]; C([O-])([O-])=O.[K+].[K+],[]
'S1C=2C(C=C1C(=O)OC)=CSC2',C(=O)C=1C(=CSC1)SCC(=O)OC; CCN(CC)CC,[]
'O.O.O.O.O.O.Cl.BrC1=CC=CC=2SC(=CC21)C(=N)N',BrC1=CC(=CC=C1)F; [Li+].CC(C)[N-]C(C)C; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; Cl.IC1=CC=CC=2SC(=CC21)C(=N)N; [H]C(=O)c1ccccc1,[]
'Cl.C(C)C1=CC2=C(SC(=C2)C(=N)N)C=C1',Cl.C(=C)C1=CC2=C(SC(=C2)C(=N)N)C=C1; Cl.C(=C)C1=CC2=C(SC(=C2)C(=N)N)C=C1,[]
'C(=O)C1=C(SC=C1)SCC(=O)OC',COC1=CC=C(CSC=2SC=CC2C=O)C=C1; COc1ccccc1; FC(C(=O)O)(F)F,[]
'C(C)(=O)C1=CC2=C(SC(=C2)C(=O)OC)C=C1',ClC(=O)C(=O)Cl; CS(=O)C; OC(C)C1=CC2=C(SC(=C2)C(=O)OC)C=C1; CCN(CC)CC,['ClCCl']
'C=1(C(=CC=CC1)S(=O)(OCC1=CC=CC=C1)=S)C',C=1(C(=CC=CC1)S(=O)([O-])=S)C.[K+]; BrCc1ccccc1,[]
'C(=C)C1=CC=CC=2SC(=CC21)C(=O)OC',[I-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1; CC(C)([O-])C.[K+]; C(=O)C1=CC=CC=2SC(=CC21)C(=O)OC; C(=O)C1=CC=CC=2SC(=CC21)C(=O)OC,['C1CCCO1']
'OC(C)C1=CC2=C(SC(=C2)C(=O)OC)C=C1',C(=O)C1=CC2=C(SC(=C2)C(=O)OC)C=C1; C(=O)C1=CC2=C(SC(=C2)C(=O)OC)C=C1; [Br-].C[Mg+],[]
'O1C(OCC1)C1=CC=CC=2SC(=CC21)C(=O)O',O1C(OCC1)C1=CC=CC=2SC(=CC21)C(=O)OC; O1C(OCC1)C1=CC=CC=2SC(=CC21)C(=O)OC; [OH-].[K+],[]
'C(CCC)Sn(C=CCCCCC#N)(CCCC)CCCC',C(CCCCC#C)#N; C(CCC)[SnH](CCCC)CCCC; N#CC(C)(C)N=NC(C)(C)C#N,[]
'IC1=CC=CC=2SC(=CC21)C#N',IC1=CC=CC=2SC(=CC21)C(=O)N; CCN(CC)CC,['ClC(Cl)(Cl)Cl']
'BrC1(C=O)CC(=CC(=C1)F)F',BrC1=CC(=CC(=C1)F)F; [Li+].CC(C)[N-]C(C)C; O=CN(C)C,[]
'OC(C)C1=CC=CC=2SC(=CC21)C(=O)OC',C(=O)C1=CC=CC=2SC(=CC21)C(=O)OC; C(=O)C1=CC=CC=2SC(=CC21)C(=O)OC; [Br-].C[Mg+],[]
'OCCC1=CC2=C(SC(=C2)C(=O)OC)C=C1',C(=C)C1=CC2=C(SC(=C2)C(=O)OC)C=C1; B.C1CCCO1; [OH-].[Na+]; OO,[]
'Cl.ClC1=CC2=C(SC(=C2)C(=N)N)C=C1',ClC1=CC=C(C=C1)F; [Li+].CC(C)[N-]C(C)C; S1C=CC2=C1C=CC=C2; [Na+].[H-]; O=CN(C)C,[]
'Cl',C[Al](C)C; [Cl-].[NH4+],['C=1(C(=CC=CC1)C)C']
'Cl',C=1(C(=CC=CC1)C)C; ClC(Cl)Cl,[]
'C1(=CC=CC=C1)CCCC=O',O=[Cr](=O)([O-])Cl.[nH+]1ccccc1; C1(=CC=CC=C1)CCCCO; CCOCC,[]
'FC1=NC=CC=C1C=O',FC1=NC=CC=C1; [Li+].CC(C)[N-]C(C)C; O=CN(C)C,[]
'ClC=1C=CC2=C(SC(=C2)CO)C1C1OCCO1',[H-].[Al+3].[Li+].[H-].[H-].[H-]; ClC=1C=CC2=C(SC(=C2)C(=O)OC)C1C1OCCO1; [H-].[Al+3].[Li+].[H-].[H-].[H-],[]
'Cl.C(CC)C1=CC=CC=2SC(=CC21)C(=N)N',Cl.Cl.C(C=C)C1=CC=CC=2SC(=CC21)C(=N)N; Cl.Cl.C(C=C)C1=CC=CC=2SC(=CC21)C(=N)N,[]
